Date,Mode,Category,Subcategory,Note,Amount,Type,Currency
2017-05-10,Cash,Food,snacks,Sweet bread cake 85 + veg puff 2,125.0,Expense,INR
2017-05-10,Saving Bank account 1,Food,Lunch,Dudhi 30 + 3 chapati,45.0,Expense,INR
2017-05-10,Saving Bank account 1,Food,breakfast,Tea + 2 kachori,34.0,Expense,INR
2017-05-09,Cash,Food,Ice cream,Cornetto butterscotch,40.0,Expense,INR
2017-05-09,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR
2017-05-09,Saving Bank account 1,Food,Lunch,Chana masala 30 + 3 chapati,45.0,Expense,INR
2017-05-08,Saving Bank account 1,Food,Dinner,Egg fry + chicken lollypop,191.0,Expense,INR
2017-05-08,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
2017-05-07,Saving Bank account 1,Food,Dinner,Aloo mutter sabji,30.0,Expense,INR
2017-05-07,Saving Bank account 1,Food,snacks,Chicken manchow soup,98.0,Expense,INR
2017-05-07,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR
2017-05-07,Saving Bank account 1,Food,breakfast,Double omlet pav + tea,45.0,Expense,INR
2017-05-06,Cash,Food,Dinner,5 chapati,25.0,Expense,INR
2017-05-06,Cash,Food,snacks,Veg puff,20.0,Expense,INR
2017-05-06,Saving Bank account 1,Food,Lunch,Paneer masala + hara bhara kabab 6 pcs,330.0,Expense,INR
2017-05-05,Saving Bank account 1,Food,Dinner,Bhendi masala 30 + 3 chapati,45.0,Expense,INR
2017-05-05,Cash,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-05-05,Saving Bank account 1,Food,breakfast,Bread,33.0,Expense,INR
2017-05-04,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR
2017-05-03,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-05-03,Cash,Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60.0,Expense,INR
2017-05-03,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-03,Cash,Transportation,Train,Place 0 to Place 6 return,10.0,Expense,INR
2017-05-03,Saving Bank account 1,Household,Kitchen,Gas stove elica 3 burner,8825.0,Expense,INR
2017-05-03,Cash,Transportation,train,Place 3 to Place 2 sevagram,1100.0,Expense,INR
2017-05-02,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
2017-05-02,Saving Bank account 1,Apparel,Footwear,Puma Troy mu running shoes,2421.0,Expense,INR
2017-05-02,Saving Bank account 1,Food,Tea,2 cups,20.0,Expense,INR
2017-05-02,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-01,Saving Bank account 1,Food,Dinner,2 Fried rice,321.0,Expense,INR
2017-05-01,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-05-01,Cash,Transportation,Train,2 Place 0 to WS single,10.0,Expense,INR
2017-05-01,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-01,Saving Bank account 1,Apparel,Clothing,Shorts for Family,399.0,Expense,INR
2017-05-01,Saving Bank account 1,Apparel,Clothing,H&M Tshirt for Family,599.0,Expense,INR
2017-05-01,Saving Bank account 1,Food,flour mill,M D sure 1kg atta,47.0,Expense,INR
2017-04-30,Saving Bank account 1,Food,Ice cream,chocobar,10.0,Expense,INR
2017-04-30,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-04-30,Cash,Food,fruits,6 bananas,25.0,Expense,INR
2017-04-30,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,221.0,Expense,INR
2017-04-30,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,110.0,Expense,INR
2017-04-30,Saving Bank account 1,Food,Grocery,Chota bread,17.0,Expense,INR
2017-04-30,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-28,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30.0,Expense,INR
2017-04-28,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR
2017-04-27,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-25,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-04-25,Cash,Transportation,auto,Place 6 station to college,10.0,Expense,INR
2017-04-25,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
2017-04-25,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-04-25,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-23,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,15.0,Expense,INR
2017-04-23,Saving Bank account 1,Food,snacks,2 Veg puff,40.0,Expense,INR
2017-04-22,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-04-22,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
2017-04-22,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,INR
2017-04-21,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
2017-04-21,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR
2017-04-20,Saving Bank account 1,Household,Kirana,Smart point,621.68,Expense,INR
2017-04-20,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-18,Saving Bank account 1,Food,Ice cream,Raspberry dolly,20.0,Expense,INR
2017-04-18,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-17,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",1076.0,Expense,INR
2017-04-17,Saving Bank account 1,Family,clothes,H&M clothes,1497.0,Expense,INR
2017-04-12,Saving Bank account 1,Food,breakfast,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125.0,Expense,INR
2017-04-10,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-04-06,Saving Bank account 1,Transportation,train,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6,Expense,INR
2017-04-04,Saving Bank account 1,Food,Ice cream,chocobar (25)+ chocolate cup (20),45.0,Expense,INR
2017-04-03,Saving Bank account 1,Food,snacks,1 chicken shawarma,60.0,Expense,INR
2017-04-01,Cash,Food,snacks,egg roll,40.0,Expense,INR
2017-04-01,Cash,Food,Grocery,Half kg potato,10.0,Expense,INR
2017-04-01,Cash,Food,Grocery,Sambar masala (32)+ 2 milkybar,52.0,Expense,INR
2017-03-31,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR
2017-03-31,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,30.0,Expense,INR
2017-03-31,Cash,Transportation,Taxi,Dadar West to siddhivinayak,30.0,Expense,INR
2017-03-31,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,Expense,INR
2017-03-31,Cash,Transportation,auto,Place 4 station to Place 4 plaza,15.0,Expense,INR
2017-03-31,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0,Expense,INR
2017-03-31,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-03-31,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-28,Cash,Food,beverage,Soda water,12.0,Expense,INR
2017-03-27,Saving Bank account 1,Household,Appliances,USB cord,260.0,Expense,INR
2017-03-27,Saving Bank account 1,Food,Milk,milk 1lit ,60.0,Expense,INR
2017-03-26,Saving Bank account 1,Household,Kirana,Smart,786.0,Expense,INR
2017-03-26,Saving Bank account 1,Food,Milk,milk 1 lit,60.0,Expense,INR
2017-03-25,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-03-25,Saving Bank account 1,Health,Medicine,Tablet,29.0,Expense,INR
2017-03-25,Saving Bank account 1,Health,Medicine,Jel,110.0,Expense,INR
2017-03-25,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,900.0,Expense,INR
2017-03-25,Cash,Health,Hospital,Doctor Fees,150.0,Expense,INR
2017-03-25,Cash,Food,Milk,milk 1 lit,60.0,Expense,INR
2017-03-23,Saving Bank account 1,Food,beverage,3 sugarcane juice,60.0,Expense,INR
2017-03-22,Cash,Transportation,auto,2 Place 0 to Current Residence,20.0,Expense,INR
2017-03-22,Cash,Household,Furniture,Mattress advance,500.0,Expense,INR
2017-03-22,Cash,Transportation,auto,within city,33.0,Expense,INR
2017-03-22,Cash,Transportation,Bus,2 Place 6 to Place 7,18.0,Expense,INR
2017-03-22,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR
2017-03-22,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-22,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,600.0,Expense,INR
2017-03-20,Saving Bank account 1,Household,Appliances,2 Spike guard,450.0,Expense,INR
2017-03-19,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-03-18,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,INR
2017-03-18,Cash,Food,fruits,Grapes + apple + guava,310.0,Expense,INR
2017-03-16,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,Expense,INR
2017-03-15,Cash,Household,Kitchen,drainage powder,50.0,Expense,INR
2017-03-15,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,Expense,INR
2017-03-15,Cash,Food,Ice cream,2 softy,40.0,Expense,INR
2017-03-14,Cash,Household,Hardware,2 bath stool,300.0,Expense,INR
2017-03-13,Cash,Household,Hardware,Wall hanging clipboard,400.0,Expense,INR
2017-03-13,Cash,Beauty,grooming,hair cut,100.0,Expense,INR
2017-03-13,Cash,Household,Hardware,ceiling fans repair,1600.0,Expense,INR
2017-03-12,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-03-12,Cash,Food,beverage,2 sugarcane juice,40.0,Expense,INR
2017-03-12,Cash,Food,Lunch,pav bhaji pav(90) + 4 pav extra(40),130.0,Expense,INR
2017-03-12,Cash,Culture,Movie,2 Batman tickets,440.0,Expense,INR
2017-03-12,Cash,Transportation,Train,2 Place 0 to Place 4 return,40.0,Expense,INR
2017-03-12,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-11,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-03-11,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR
2017-03-11,Cash,Food,snacks,bhel + shev puri,60.0,Expense,INR
2017-03-11,Saving Bank account 1,Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200.0,Expense,INR
2017-03-10,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1,1599.98,Expense,INR
2017-03-10,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-03-10,Saving Bank account 1,Food,Milk,milk 1lit ,62.0,Expense,INR
2017-03-10,Saving Bank account 1,Food,snacks,3 plate kachori,72.0,Expense,INR
2017-03-09,Cash,Food,beverage,2 orange juices,100.0,Expense,INR
2017-03-09,Saving Bank account 1,Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,100.0,Expense,INR
2017-03-08,Saving Bank account 1,Food,Ice cream,naturals,150.0,Expense,INR
2017-03-07,Cash,Food,fruits,1 kg apple + grapes 0.5 kg,190.0,Expense,INR
2017-03-07,Saving Bank account 1,Food,Ice cream,vanilla ice cream cups 2,20.0,Expense,INR
2017-03-07,Saving Bank account 1,Food,Milk,milk 1lit ,62.0,Expense,INR
2017-03-06,Cash,Food,Milk,milk 1lit ,62.0,Expense,INR
2017-03-06,Cash,Food,breakfast,2 plate medu vada + 2 pcs dal vada,45.0,Expense,INR
2017-03-05,Cash,Apparel,Footwear,footwear repair,10.0,Expense,INR
2017-03-05,Cash,Household,Toiletries,plastic kharata + brush,140.0,Expense,INR
2017-03-05,Cash,Transportation,auto,Place 0 to sec 21,30.0,Expense,INR
2017-03-05,Cash,Food,beverage,sugarcane juice 2,30.0,Expense,INR
2017-03-05,Cash,Transportation,Train,Place 0 to Place 6 return 2,20.0,Expense,INR
2017-03-05,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-03-04,Cash,Food,Ice cream,vanilla ice cream cups 2,20.0,Expense,INR
2017-03-03,Saving Bank account 1,Food,Grocery,milk 1 lit + butter milk + srikhand pav kg,148.0,Expense,INR
2017-03-01,Cash,Household,Hardware,measuring tape,50.0,Expense,INR
2017-02-28,Cash,Transportation,Taxi,within city,40.0,Expense,INR
2017-02-28,Cash,Food,Grocery,sabudana + rajgira ladu,85.0,Expense,INR
2017-02-28,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
2017-02-28,Cash,Transportation,Train,2 Place 3m to vadala rd,10.0,Expense,INR
2017-02-28,Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,12.0,Expense,INR
2017-02-28,Saving Bank account 1,Food,Dinner,At restaurant,2421.0,Expense,INR
2017-02-28,Cash,Transportation,Train,2 Santacruz to churchgate,20.0,Expense,INR
2017-02-28,Cash,Food,breakfast,sugarcane juice 2,30.0,Expense,INR
2017-02-28,Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40.0,Expense,INR
2017-02-28,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-28,Cash,Transportation,Train,2 Santacruz return,80.0,Expense,INR
2017-02-28,Cash,Transportation,auto,Santacruz to Kalina University,57.0,Expense,INR
2017-02-27,Cash,Transportation,Train,2 TB return,40.0,Expense,INR
2017-02-27,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
2017-02-27,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-27,Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,88.0,Expense,INR
2017-02-27,Cash,Household,Appliances,3 Wall clock cell,55.0,Expense,INR
2017-02-27,Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,76.0,Expense,INR
2017-02-26,Cash,Transportation,Train,Place 0 to WS returns,20.0,Expense,INR
2017-02-26,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-26,Cash,Household,Kitchen,dustbin + basin sink cover,360.0,Expense,INR
2017-02-26,Saving Bank account 1,Food,snacks,2 Jumbo king burger,58.0,Expense,INR
2017-02-25,Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,8500.0,Expense,INR
2017-02-25,Cash,Household,Appliances,tube and inverter fitting,1600.0,Expense,INR
2017-02-25,Cash,Household,Kitchen,hp cylinder,920.0,Expense,INR
2017-02-25,Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,318.0,Expense,INR
2017-02-25,Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,247.0,Expense,INR
2017-02-24,Cash,Food,Grocery,milk 1 lit + butter milk,75.0,Expense,INR
2017-02-24,Cash,Food,Tea,3 tea yevle amrutullya,30.0,Expense,INR
2017-02-24,Cash,Food,Lunch,At restaurant,100.0,Expense,INR
2017-02-23,Cash,Food,Ice cream,2 vanilla + 2 butterscotch,80.0,Expense,INR
2017-02-22,Cash,Education,Stationary,stamp pad,30.0,Expense,INR
2017-02-22,Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,5500.0,Expense,INR
2017-02-21,Cash,Food,snacks,pav vada,10.0,Expense,INR
2017-02-19,Cash,Food,beverage,sugarcane juice 2,30.0,Expense,INR
2017-02-19,Cash,Education,Stationary,laminated colour print out,25.0,Expense,INR
2017-02-19,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,498.0,Expense,INR
2017-02-18,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-13,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-11,Cash,Food,snacks,single pav vada,10.0,Expense,INR
2017-02-06,Cash,Food,fruits,half kg chiku,30.0,Expense,INR
2017-02-06,Cash,Food,fruits,1 kg apple,140.0,Expense,INR
2017-02-06,Cash,Food,Grocery,vegetables,195.0,Expense,INR
2017-02-06,Saving Bank account 1,Food,Grocery,jira + toast pav kilo,110.0,Expense,INR
2017-02-05,Cash,Transportation,auto,within city,40.0,Expense,INR
2017-02-05,Cash,Transportation,Bus,N to M,330.0,Expense,INR
2017-02-04,Cash,Apparel,Laundry,clothes ironing,38.0,Expense,INR
2017-02-04,Saving Bank account 1,Food,beverage,5 pouch of shreejal,60.0,Expense,INR
2017-02-04,Cash,Food,snacks,samosa + sabudana vada,53.0,Expense,INR
2017-02-04,Cash,Food,Milk,half liter buffalo,30.0,Expense,INR
2017-02-03,Cash,Health,Medicine,meftal spas,8.0,Expense,INR
2017-02-03,Saving Bank account 1,Food,Dinner,parath + chicken biryani,412.25,Expense,INR
2017-02-03,Cash,Food,beverage,shreejal 1,12.0,Expense,INR
2017-02-03,Cash,Food,breakfast,parle top biscuits,10.0,Expense,INR
2017-02-03,Saving Bank account 1,Food,snacks,chicken roll,50.0,Expense,INR
2017-02-02,Saving Bank account 1,Food,Dinner,At restaurant,1160.0,Expense,INR
2017-02-02,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-01,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-01,Saving Bank account 1,Food,Milk,half liter buffalo,33.0,Expense,INR
2017-01-31,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-30,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-30,Cash,Food,snacks,single pav vada,15.0,Expense,INR
2017-01-29,Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0,Expense,INR
2017-01-29,Cash,Food,snacks,cheese chilli toast sandwich 1,60.0,Expense,INR
2017-01-29,Cash,Food,snacks,2 Shegaon kachori (nasik),30.0,Expense,INR
2017-01-29,Saving Bank account 1,Food,breakfast,brown bread,35.0,Expense,INR
2017-01-29,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-29,Cash,Transportation,auto,within city,30.0,Expense,INR
2017-01-29,Cash,Transportation,Bus,2 tickets Place 2 to N,510.0,Expense,INR
2017-01-29,Cash,Transportation,auto,within city,30.0,Expense,INR
2017-01-21,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge,149.0,Expense,INR
2017-01-20,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-01-19,Cash,Food,snacks,2 Bombay vada pav,20.0,Expense,INR
2017-01-19,Saving Bank account 1,Family,medicine,syrup,145.0,Expense,INR
2017-01-16,Cash,Transportation,auto,GHroad to Permanent Residence,40.0,Expense,INR
2017-01-16,Saving Bank account 1,Household,Furniture,chair pair,2400.0,Expense,INR
2017-01-15,Cash,Food,Grocery,chole + shev,140.0,Expense,INR
2017-01-15,Cash,Food,Grocery,fruits and vegetables + kirana,540.0,Expense,INR
2017-01-11,Cash,Food,Grocery,3 chips packets + bread,45.0,Expense,INR
2017-01-11,Saving Bank account 1,Health,Medicine,adulsa ( tonic for cough ),90.0,Expense,INR
2017-01-10,Cash,Food,fruits,1 kg apple + bananas,160.0,Expense,INR
2017-01-09,Saving Bank account 1,Food,Grocery,Himalaya soap(30) + Sofie (59) + kitkat (10),99.0,Expense,INR
2017-01-09,Cash,Beauty,grooming,hair cut+shaving,80.0,Expense,INR
2017-01-08,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR
2017-01-08,Cash,Transportation,auto,Place 2 bus stand to Permanent Residence,50.0,Expense,INR
2017-01-07,Saving Bank account 1,Food,snacks,woffel,175.0,Expense,INR
2017-01-07,Cash,Transportation,auto,Current Residence to hotel on highway,50.0,Expense,INR
2017-01-06,Saving Bank account 1,Transportation,Travels,Place 1 to Place 2 - Novelty tour and travels,1396.5,Expense,INR
2017-01-06,Saving Bank account 1,Food,Dinner,veg paneer tikka 3 roti,294.0,Expense,INR
2017-01-06,Cash,Food,Milk,milk 0.5 lit ,31.0,Expense,INR
2017-01-06,Cash,Household,Appliances,moscuito racket,200.0,Expense,INR
2017-01-06,Saving Bank account 1,Food,snacks,4 Shegaon kachori,48.0,Expense,INR
2017-01-05,Cash,Household,Appliances,inverter battery check,100.0,Expense,INR
2017-01-05,Cash,Food,Milk,milk 0.5 lit ,31.0,Expense,INR
2017-01-05,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-01-04,Cash,Food,Grocery,biscuits+icecream,40.0,Expense,INR
2017-01-03,Cash,Food,Grocery,fruits and vegetables,140.0,Expense,INR
2017-01-03,Cash,Food,chocolate,Pastry 2,50.0,Expense,INR
2017-01-03,Cash,Food,Tea,yevle amrutullya,20.0,Expense,INR
2017-01-03,Saving Bank account 1,Food,Milk,milk 0.5 lit ,31.0,Expense,INR
2017-01-03,Cash,Food,Lunch,2 uttapam,310.0,Expense,INR
2017-01-03,Cash,Food,Lunch,farm house pizza,330.0,Expense,INR
2017-01-03,Cash,Culture,Movie,Imax 3D,400.0,Expense,INR
2017-01-03,Cash,Transportation,train,Place 0 to WS returns,20.0,Expense,INR
2017-01-03,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-01-02,Cash,Transportation,auto,Current Residence to Place 0,60.0,Expense,INR
2017-01-02,Cash,Household,Kitchen,belan,110.0,Expense,INR
2017-01-02,Saving Bank account 1,Food,Dinner,1 veg noodles + 1 chicken soup + 1 egg fried rice,386.0,Expense,INR
2017-01-01,Saving Bank account 1,Food,Grocery,fruits and vegetables,510.0,Expense,INR
2017-01-01,Saving Bank account 1,Health,Medicine,antibiotics,354.0,Expense,INR
2017-01-01,Cash,Food,Grocery,1kg atta,40.0,Expense,INR
2017-01-01,Saving Bank account 1,Household,Kitchen,Channi + viper+ ghasni,50.0,Expense,INR
2017-01-01,Saving Bank account 1,Food,Dinner,pizza meal,340.0,Expense,INR
2017-01-01,Saving Bank account 1,Health,Hospital,Doctor Fees,300.0,Expense,INR
2016-12-31,Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,77.0,Expense,INR
2016-12-31,Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0,Expense,INR
2016-12-31,Cash,Food,snacks,1 Panipuri,25.0,Expense,INR
2016-12-31,Saving Bank account 1,Health,Medicine,strepsils 1 strip,24.0,Expense,INR
2016-12-31,Saving Bank account 1,Food,Lunch,veg fried rice,170.0,Expense,INR
2016-12-31,Cash,subscription,Edtech Course,EMI 1,2816.0,Expense,INR
2016-12-31,Saving Bank account 1,Food,Grocery,edible oil,160.0,Expense,INR
2016-12-30,Cash,Transportation,auto,Permanent Residence to bus stand,100.0,Expense,INR
2016-12-29,Cash,Food,snacks,2 chips packets,10.0,Expense,INR
2016-12-29,Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14.0,Expense,INR
2016-12-29,Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403.0,Expense,INR
2016-12-28,Cash,Food,Grocery,Monaco biscuits,10.0,Expense,INR
2016-12-25,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2016-12-22,Saving Bank account 1,Transportation,train,Place 5 to Place 1 sevagram,11.8,Expense,INR
2016-12-21,Saving Bank account 1,Family,clothes,sweater,1874.0,Expense,INR
2016-12-21,Saving Bank account 1,Transportation,train,LTT to Place 2 cancellation,251.8,Expense,INR
2016-12-21,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,1900.0,Expense,INR
2016-12-19,Cash,Food,snacks,2 dabeli,30.0,Expense,INR
2016-12-19,Saving Bank account 1,Household,Toiletries,sensitive toothbrush,49.0,Expense,INR
2016-12-19,Cash,Food,snacks,chips 1 Kurkure (19) 1 lays (10),29.0,Expense,INR
2016-12-19,Cash,Food,fruits,1 kg mosambi 1 kg apple,170.0,Expense,INR
2016-12-17,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2016-12-13,Cash,Household,Toiletries,oralB toothbrush with cap,25.0,Expense,INR
2016-12-11,Cash,Health,Hospital,Doctor Fees,200.0,Expense,INR
2016-12-11,Saving Bank account 1,Health,Medicine,eye drop maxmoist,257.0,Expense,INR
2016-12-10,Cash,Food,Ice cream,chocobar,30.0,Expense,INR
2016-12-09,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2016-12-08,Saving Bank account 1,Food,Grocery,cheese cubes(2),30.0,Expense,INR
2016-12-05,Cash,Family,medicine,tonic,155.0,Expense,INR
2016-12-04,Cash,Food,vegetables,gilke,25.0,Expense,INR
2016-12-04,Cash,Food,vegetables,kadhipatta + 2 lemon,10.0,Expense,INR
2016-12-04,Cash,Food,vegetables,kandyachi paat,8.0,Expense,INR
2016-12-04,Cash,Food,vegetables,tomato,30.0,Expense,INR
2016-12-04,Cash,Food,vegetables,onion 1 kg,25.0,Expense,INR
2016-12-04,Cash,Food,vegetables,val + methi + lady finger,50.0,Expense,INR
2016-12-04,Cash,Food,vegetables,carrets + brinjal + flower,90.0,Expense,INR
2016-12-04,Cash,Food,snacks,3 chips packets,15.0,Expense,INR
2016-12-04,Cash,Food,snacks,pav bhaji pav 3 packets (8pcs each),45.0,Expense,INR
2016-12-04,Cash,Food,fruits,8 bananas,20.0,Expense,INR
2016-12-03,Cash,Food,Grocery,Colgate max fresh medium,55.0,Expense,INR
2016-12-03,Cash,Food,chocolate,2 milkybar,20.0,Expense,INR
2016-11-30,Saving Bank account 1,Family,clothes,leggings,500.0,Expense,INR
2016-11-30,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-11-30,Saving Bank account 1,subscription,Mobile Service Provider,mobile recharge sim 2,98.0,Expense,INR
2016-11-29,Cash,Family,misc,Himalaya shampoo,60.0,Expense,INR
2016-11-28,Saving Bank account 1,Household,Appliances,Metz 32 inch TV,20500.0,Expense,INR
2016-11-28,Cash,Food,Ice cream,mava 1 large,20.0,Expense,INR
2016-11-25,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-11-21,Cash,Transportation,auto,within city,50.0,Expense,INR
2016-11-21,Cash,Health,Medicine,strepsils,15.0,Expense,INR
2016-11-21,Cash,Transportation,auto,within city,70.0,Expense,INR
2016-11-20,Cash,Transportation,auto,Locality V to Permanent Residence,50.0,Expense,INR
2016-11-19,Cash,Food,chocolate,poppins,2.0,Expense,INR
2016-11-19,Saving Bank account 1,Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0,Expense,INR
2016-11-19,Cash,Transportation,auto,within city,50.0,Expense,INR
2016-11-19,Cash,Food,Water,two water bottles,40.0,Expense,INR
2016-11-19,Cash,Transportation,auto,ola auto - BRC ,40.0,Expense,INR
2016-11-19,Cash,Transportation,Bus,Place T to brc,94.0,Expense,INR
2016-11-19,Cash,Transportation,Taxi,share jeep - Place T top to base (50/person),100.0,Expense,INR
